IMP,Year,Shipping_From,Ship_via,Customer,FLT#/Vessle#,Original_Need_Date,CEB_authorized_date,Forwarder,Gross_weight(kg),Pickup_day,ETD_port,ETA_Santos_or_VCP,Sailing_TAT,DI_register_date,Customs_clearance_date,Clearance_TAT,KPI_expect_arrive_CEB_date,FIRM_ARRIVAL_on_CEB,CEB_LGC_estimated_receiving_date,Door_to_Door_TAT,International_Transportation_Cost_(USD),Channel
BSP1800996,2018,MEM,Air,ABO,FEDEX,,43385,FEDEX,7.86,43385,43385,43446,2,12/13/18,12/13/18,1,43385,12/13/18,12/13/18,3,104.66,Green
BSP1800987,2018,MIA,Air,ABO,LUFTHANSA,,43263,CEVA,31,43385,43416,43446,2,12/13/18,12/13/18,1,43385,12/13/18,12/13/18,3,490.04,Green
BSP1800988,2018,CQ,Air,ABO,LUFTHANSA CARGO,,43263,Weida,31,43293,43416,43446,5,43446,43446,0,43293,43446,43446,5,784.15,Green
IMP1800990,2018,KS,Air,A31,ATLAS,,43263,DHL,1678.4,43385,43446,12/15/18,5,12/17/18,12/17/18,3,43385,12/18/18,12/17/18,8,11872.52,Green
BSP1800986,2018,CKG,Air,ABO,CATHAY PACIFIC CARGO,,43232,Weida,7,43263,43263,43446,6,12/13/18,12/13/18,1,43263,12/13/18,12/13/18,7,557.59,Green
BSP1800984,2018,MIA,Air,A31,ATLAS,,43232,EI,26,43202,43202,43232,1,43263,43263,1,43202,43263,43263,2,715.63,Green
IMP1800985,2018,CD,Air,A31,KLM,,43232,Weida,1078,43263,43385,12/14/18,8,12/17/18,12/17/18,3,43263,12/17/18,12/17/18,11,8192.98,Green
BSP1800982,2018,MEM,Air,ABO,FEDEX,,43202,FEDEX,16.2,43171,43202,43232,2,43263,43263,1,43171,43263,43263,3,186.12,Green
BSP1800981,2018,CKG,Air,ABO,LUFTHANSA,,43171,Weida,50,43202,43263,43355,5,43385,43385,1,43202,43385,43385,6,1758,Green
BSP1800979,2018,MIA,Air,A31,ATLAS,,43171,EI,40,43112,43143,43171,2,43202,43202,1,43112,43202,43202,3,815.63,Green
BSP1800980,2018,KS,Air,A31,ATLAS,,43171,EI,34,43112,43143,43171,2,43202,43202,1,43112,43202,43202,3,765.63,Green
BSP1800978,2018,MIA,Air,A31,ATLAS,,43171,EI,24,43112,43143,43171,2,43202,43202,1,43112,43202,43202,3,740.63,Green
IMP1800977,2018,CQ,Sea,ABO_Quanta,VALOR,,11/30/18,Asia Shipping,580.6,43263,12/16/18,01/17/19,42,01/18/19,01/18/19,6,01/30/19,01/23/19,01/24/19,48,1445,Green
IMP1800975,2018,CQ,Sea,ABO_Quanta,VALOR,,11/30/18,Asia Shipping,2812.8,43263,12/16/18,01/17/19,42,01/18/19,01/18/19,6,01/30/19,01/23/19,01/24/19,48,1495,Green
IMP1800974,2018,CD,Air,A31,KLM,,11/28/18,Weida,292.5,11/29/18,43171,43232,6,43232,43232,1,11/29/18,43263,43293,7,2350.43,Green
BSP1800973,2018,MIA,Air,A31,ATLAS,,11/27/18,EI,33,11/26/18,11/26/18,11/27/18,1,11/28/18,11/28/18,1,11/26/18,11/28/18,11/28/18,2,740.63,Green
BSP1800972,2018,MIA,Air,A31,ATLAS,,11/27/18,EI,45,11/26/18,11/26/18,11/27/18,1,11/28/18,11/28/18,1,11/26/18,11/28/18,11/28/18,2,939.23,Green
BSP1800971,2018,MIA,Air,A31,ATLAS,,11/27/18,EI,43,11/26/18,11/26/18,11/27/18,1,11/28/18,11/28/18,1,11/26/18,11/28/18,11/28/18,2,840.63,Green
BSP1800970,2018,MIA,Air,A31,ATLAS,,11/27/18,EI,42.5,11/26/18,11/26/18,11/27/18,1,11/28/18,11/28/18,1,11/26/18,11/28/18,11/28/18,2,790.63,Green
IMP1800968,2018,KS,Air,A31,KLM,,11/26/18,Weida,13.5,11/27/18,11/29/18,43143,5,43171,43171,1,11/27/18,43171,43171,6,400,Green
IMP1800967,2018,SHA,Sea,A31_Wistron,COSCO SHIPPING VOLGA,,11/27/18,DHL,1368,43232,43355,43739,36,43770,43770,6,01/29/19,01/16/19,01/17/19,42,3967.35,Green
BSP1800953,2018,MEM,Air,ABO,FEDEX,,11/19/18,FEDEX,4.6,11/17/18,11/18/18,11/21/18,4,11/22/18,11/22/18,1,11/17/18,11/22/18,11/22/18,5,74.83,Green
IMP1800969,2018,CQ,Sea,ABO,COSCO SHIPPING THAMES,,11/27/18,DHL,16212.45,11/27/18,43143,43525,37,43556,43556,7,01/21/19,43739,43770,44,4650,Green
IMP1800959,2018,KS,Air,,KLM,,11/21/18,Weida,4,11/22/18,11/26/18,43232,13,43232,43232,1,11/22/18,43263,43263,14,540,Green
BSP1800957,2018,KS,Air,ABO,KLM,,11/21/18,Agility,1270,11/22/18,11/27/18,11/30/18,8,43171,43171,3,11/22/18,43171,43171,11,8382,Green
BSP1800960,2018,MEM,Air,ABO,ATLAS,,11/21/18,FEDEX,5.88,11/19/18,11/20/18,11/22/18,3,11/23/18,11/23/18,1,11/19/18,11/23/18,11/23/18,4,80.41,Green
BSP1800963,2018,MIA,Air,A31,ATLAS,,11/22/18,EI,25,11/19/18,11/20/18,11/22/18,3,11/23/18,11/23/18,1,11/19/18,11/23/18,11/23/18,4,715.63,Green
BSP1800955,2018,MIA,Air,A31,ATLAS,,11/21/18,EI,25,11/19/18,11/19/18,11/20/18,1,11/22/18,11/22/18,3,11/19/18,11/23/18,11/23/18,4,915.63,Green
BSP1800954,2018,CQ,Air,ABO_Wistron,ATLAS,,11/21/18,CH Robinson,430,11/16/18,11/17/18,11/21/18,5,11/22/18,11/22/18,1,11/16/18,11/22/18,11/22/18,6,8268.48,Green
BSP1800952,2018,KS,Air,ABO_Wistron,ATLAS,,11/21/18,CH Robinson,84,11/16/18,11/17/18,11/21/18,5,11/22/18,11/22/18,2,11/16/18,11/23/18,11/22/18,7,1853.28,Green
BSP1800951,2018,CQ,Air,ABO_Wistron,ATLAS,,11/21/18,CH Robinson,430,11/16/18,11/17/18,11/21/18,5,11/22/18,11/22/18,1,11/16/18,11/22/18,11/22/18,6,8268.48,Green
BSP1800950,2018,CQ,Air,ABO_Wistron,ATLAS,,11/21/18,CH Robinson,430,11/16/18,11/17/18,11/21/18,5,11/22/18,11/22/18,1,11/16/18,11/22/18,11/22/18,6,8268.48,Green
IMP1800964,2018,KS,Sea,A31,CAP SAN LAZARO,,11/23/18,Asia Shipping,1106.5,11/23/18,11/28/18,12/30/18,37,43497,43497,5,01/17/19,43556,43556,42,3684,Green
IMP1800965,2018,CD,Sea,A31,CAP SAN LAZARO,,11/13/18,Asia Shipping,187,11/23/18,11/29/18,12/31/18,38,43497,43709,10,01/17/19,43739,43739,48,3684,Red
IMP1800947,2018,CTU,Air,A31_Wistron,KLM,,11/13/18,Weida,2,11/14/18,11/15/18,11/17/18,3,11/21/18,11/21/18,4,11/14/18,11/21/18,11/21/18,7,540,Green
BSP1800946,2018,MEM,Air,ABO,FEDEX,,11/13/18,FEDEX,32.08,11/13/18,11/13/18,11/15/18,2,11/19/18,11/19/18,4,11/13/18,11/19/18,11/19/18,6,322.75,Green
BSP1800945,2018,CQ,Air,ABO,KLM,,11/21/18,Weida,102,11/15/18,11/18/18,11/20/18,5,11/21/18,11/21/18,1,11/15/18,11/21/18,11/21/18,6,89792,Green
BSP1800944,2018,MEM,Air,ABO,,,11/13/18,FEDEX,9.9,43445,43445,11/16/18,4,11/19/18,11/19/18,3,43445,11/19/18,11/19/18,7,110.73,Green
BSP1800942,2018,MEM,Air,ABO,FEDEX,,11/13/18,FEDEX,14.1,43445,11/13/18,11/15/18,3,11/19/18,11/19/18,4,43445,11/19/18,11/19/18,7,168.96,Green
IMP1800958,2018,CD,Air,A31,KLM,,11/21/18,Weida,369,11/22/18,11/26/18,43232,13,43232,43232,1,11/22/18,43263,43293,14,2884.29,Green
IMP1800962,2018,KS,Air,A31,KLM,,11/21/18,Weida,1014,11/27/18,43171,43293,10,43293,43293,3,11/27/18,43385,43416,13,6466.62,Green
IMP1800983,2018,CQ,Sea,ABO,COSCO SHIPPING VOLGA,,11/30/18,Asia Shipping,24487.88,43171,43355,43739,38,43770,43770,7,01/27/19,01/17/19,01/17/19,45,5975,Green
IMP1800948,2018,CD,Air,A31,KLM,,11/13/18,Weida,262,11/15/18,11/20/18,11/27/18,12,11/27/18,11/27/18,1,11/15/18,11/28/18,11/28/18,13,2117.62,Green
BSP1800943,2018,KS,Air,A31,ATLAS,,11/13/18,EI,41,43445,43445,11/14/18,2,11/14/18,11/14/18,0,43445,11/14/18,11/14/18,2,513.08,Green
BSP1800940,2018,MEM,Air,ABO,FEDEX,,43384,FEDEX,4.24,43354,43354,43445,3,11/13/18,11/13/18,1,43354,11/13/18,11/13/18,4,253.44,Green
BSP1800938,2018,MIA,Air,A31,ATLAS,,43384,EI,37.5,43354,43354,43445,3,43445,43445,1,43354,11/13/18,43445,4,865.63,Green
BSP1800939,2018,KS,Air,A31,ATLAS,,43445,EI,22,43323,43354,43445,4,11/13/18,11/13/18,1,43323,11/13/18,11/13/18,5,765.63,Green
BSP1800941,2018,KS,Air,ABO,FEDEX,,43384,FEDEX,3.8,11/13/18,11/13/18,11/14/18,1,11/16/18,11/16/18,5,11/13/18,11/19/18,11/19/18,6,38.71,Green
IMP1800934,2018,CQ,Air,ABO_Wistron,KLM,,43354,Agility,46,11/13/18,11/16/18,11/20/18,7,11/21/18,11/21/18,1,11/13/18,11/21/18,11/21/18,8,955.4,Green
IMP1800935,2018,KS,Air,A31_Wistron,VALENCE,,43354,DHL,479,12/17/18,11/28/18,12/27/18,10,12/28/18,12/28/18,7,43740,43525,43556,17,396667,Green
BSP1800937,2018,MIA,Air,A31,ATLAS,,43384,DHL,34,43354,43354,43445,3,43445,43445,1,43354,11/13/18,43445,4,790.63,Green
BSP1800928,2018,MEM,Air,ABO,FEDEX,,43323,FEDEX,4.51,43323,43323,43445,4,11/13/18,11/13/18,1,43323,11/13/18,11/13/18,5,93.14,Green
BSP1800932,2018,KS,Sea,ABO,CAP SAN VINCENT,,43323,Weida,3690.06,11/16/18,11/22/18,12/23/18,37,12/24/18,12/24/18,4,43739,12/27/18,12/28/18,41,1270,Green
BSP1800927,2018,KS,Air,ABO,ATLAS,,43323,CEVA,72.5,43323,43354,43415,3,43445,43445,1,43323,43445,43445,4,432.6,Green
IMP1800931,2018,CQ,Sea,ABO,CMA CGM CARL ANTOINE,,43323,Asia Shipping,14649.85,11/14/18,11/18/18,12/21/18,37,12/24/18,12/24/18,6,43678,12/27/18,12/27/18,43,3585,Green
IMP1800930,2018,CQ,Sea,ABO,CMA CGM CARL ANTOINE,,43323,Asia Shipping,18549.9,11/13/18,11/18/18,12/21/18,38,12/24/18,12/24/18,6,43647,12/27/18,12/27/18,44,3585,Green
BSP1800926,2018,KS,Air,A31,ATLAS,,43292,EI,32.5,43262,43262,43292,1,43323,43323,1,43262,43323,43323,2,865.63,Green
BSP1800922,2018,KS,Air,A31,ATLAS,,43262,EI,43,43231,43231,43262,1,43292,43292,1,43231,43292,43292,2,1075.63,Green
BSP1800923,2018,KS,Air,A31,ATLAS,,43262,EI,27,43231,43231,43262,1,43292,43292,1,43231,43292,43292,2,765.63,Green
BSP1800924,2018,KS,Air,ABO,FEDEX,,43262,FEDEX,4.84,43142,43170,43292,5,43323,43323,2,43142,43354,43323,7,73.13,Green
BSP1800925,2018,KS,Air,ABO,FEDEX,,43262,FEDEX,14.71,43142,43142,43231,3,43292,43292,2,43142,43292,43292,5,215.16,Green
BSP1800918,2018,KS,Air,ABO,FEDEX,,43231,FEDEX,24.12,43142,43231,43292,5,43323,43323,1,43142,43323,43323,6,244.5,Green
BSP1800914,2018,KS,Air,ABO,FEDEX,,43231,FEDEX,14.3,43142,43142,43231,3,43262,43262,1,43142,43262,43262,4,168.96,Green
BSP1800915,2018,KS,Air,ABO,FEDEX,,43231,FEDEX,6.5,43142,43142,43231,3,43262,43262,1,43142,43262,43262,4,168.96,Green
BSP1800916,2018,KS,Air,ABO,FEDEX,,10/30/18,FEDEX,12.03,43142,43231,43323,6,43354,43354,1,43142,43354,43354,7,173.73,Green
BSP1800917,2018,KS,Air,ABO,FEDEX,,43262,FEDEX,6.05,43142,43262,43323,6,43354,43354,1,43142,43354,43354,7,111.99,Green
IMP1800919,2018,CD,Air,A31,KLM,,43231,Weida,308,43262,43445,11/14/18,8,11/14/18,11/14/18,0,43262,11/14/18,11/14/18,8,3100.62,Green
IMP1800920,2018,KS,Air,A31,KLM,,43231,Weida,28,43292,43415,11/14/18,7,11/14/18,11/14/18,0,43292,11/14/18,11/14/18,7,513.08,Green
IMP1800921,2018,CQ,Air,ABO,CHINA CARGO AIRLINES,,43231,Weida,8,43445,11/19/18,11/27/18,15,11/28/18,11/28/18,1,43445,11/28/18,11/28/18,16,880.5,Green
IMP1800913,2018,CQ,Air,ABO,KLM,,43231,Weida,52.38,43262,43415,11/14/18,8,11/14/18,11/14/18,0,43262,11/14/18,11/14/18,8,925.52,Green
IMP1800908,2018,CQ,Air,A31_Wistron,KLM,,43111,Agility,2,43142,43231,43292,5,43323,43323,1,43142,43323,43323,6,540,Green
BSP1800910,2018,MEM,Air,ABO,FEDEX,,10/31/18,FEDEX,6.1,10/31/18,10/31/18,43142,2,43231,43231,3,10/31/18,43231,43231,5,111.99,Green
BSP1800909,2018,MEM,Air,ABO,FEDEX,,10/31/18,FEDEX,8.1,10/31/18,10/31/18,43142,2,43231,43231,3,10/31/18,43231,43231,5,111.99,Green
IMP1800912,2018,CQ,Air,ABO,KLM,,43111,Weida,66,43262,43415,11/14/18,8,11/14/18,11/14/18,0,43262,11/14/18,11/14/18,8,972.44,Green
BSP1800902,2018,PEN,Air,ABO,ATLAS,,10/30/18,Agility,2524,43111,43292,43384,9,43384,43384,0,43111,43384,43384,9,13427.68,Green
BSP1800901,2018,CQ,Air,ABO,KLM,,10/30/18,Weida,94,43111,43231,43292,6,43323,43323,1,43111,43323,43323,7,843.3,Green
BSP1800900,2018,CQ,Air,ABO,LATAM CARGO,,10/30/18,CEVA,52,10/31/18,10/31/18,43142,2,43231,43231,3,10/31/18,43231,43231,5,378.38,Green
BSP1800899,2018,MIA,Air,A31,ATLAS,,10/30/18,Agility,37.5,10/29/18,10/29/18,10/30/18,1,43111,43111,2,10/29/18,43111,43111,3,815.63,Green
BSP1800897,2018,MIA,Air,A31,ATLAS,,10/30/18,EI,72.5,10/29/18,10/29/18,10/30/18,1,43111,43111,2,10/29/18,43111,43111,3,1510.25,Green
BSP1800898,2018,MIA,Air,A31,ATLAS,,10/30/18,Agility,37.5,10/29/18,10/29/18,10/30/18,1,43111,43111,2,10/29/18,43111,43111,3,715.63,Green
BSP1800896,2018,MIA,Air,A31,ATLAS,,10/30/18,EI,44.5,10/29/18,10/29/18,10/30/18,1,43111,43111,2,10/29/18,43111,43111,3,815.63,Green
IMP1800907,2018,CD,Air,A31,KLM,,10/31/18,Weida,226,43142,43231,43292,5,43323,43323,1,43142,43323,43323,6,1967.26,Green
BSP1800911,2018,CQ,Air,ABO_Wistron,ATLAS,,43111,CH Robinson,93.5,43323,43354,43445,4,11/13/18,11/13/18,1,43323,11/13/18,11/13/18,5,1536.92,Green
BSP1800906,2018,CQ,Air,ABO_Wistron,ATLAS,,43111,DHL,430,11/16/18,11/17/18,11/22/18,6,11/22/18,11/22/18,0,11/16/18,11/22/18,11/22/18,6,8268.48,Green
IMP1800905,2018,CQ,Sea,ABO,VALIANT,,10/30/18,Asia Shipping,22321.6,43292,43415,12/14/18,37,12/17/18,12/17/18,5,43466,12/19/18,12/20/18,42,4780,Green
IMP1800903,2018,CQ,Sea,ABO_Wistron,CAPE SOUNIO  ,,10/30/18,Asia Shipping,2808,43111,43292,43446,41,43446,43446,1,12/26/18,12/13/18,12/17/18,42,1445,Green
BSP1800893,2018,KS,Air,ABO,FEDEX,,10/29/18,FEDEX,13.7,10/29/18,10/29/18,43111,3,43231,43231,4,10/29/18,43231,43231,7,266.17,Green
BSP1800892,2018,KS,Air,ABO,FEDEX,,10/26/18,FEDEX,18.9,10/29/18,10/29/18,43111,3,43231,43231,4,10/29/18,43231,43231,7,266.17,Green
BSP1800891,2018,KS,Air,ABO,FEDEX,,10/29/18,FEDEX,5.38,10/29/18,10/29/18,10/31/18,2,43111,43111,1,10/29/18,43111,43111,3,76.77,Green
IMP1800894,2018,KS,Air,ABO,KLM,,10/29/18,Weida,22,10/31/18,43142,43262,6,43292,43292,1,10/31/18,43292,43292,7,900,Green
BSP1800884,2018,KS,Air,ABO,FEDEX,,10/26/18,FEDEX,33.9,10/24/18,10/25/18,10/29/18,5,10/29/18,10/29/18,0,10/24/18,10/29/18,10/29/18,5,332.54,Green
IMP1800886,2018,CD,Sea,A31,SKYROS,,10/26/18,Asia Shipping,1444,10/26/18,43142,43232,40,43293,43293,3,12/20/18,43324,43446,43,3679,Green
IMP1800888,2018,CQ,Sea,ABO,VANTAGE,,10/26/18,Asia Shipping,15241.9,10/29/18,43201,43263,38,43293,43293,2,12/23/18,43324,12/14/18,40,10464,Green
IMP1800885,2018,KS,Air,A31,KLM,,10/26/18,Weida,,10/26/18,10/29/18,10/31/18,5,43111,43111,1,10/26/18,43111,43111,6,1058.2,Green
BSP1800882,2018,KS,Air,A31,ATLAS,,10/24/18,EI,12.5,10/23/18,10/23/18,10/24/18,1,10/25/18,10/25/18,1,10/23/18,10/25/18,10/26/18,2,715.63,Green
IMP1800883,2018,KS,Air,ABO_Wistron,KLM,,10/24/18,Agility,3,10/26/18,10/27/18,10/30/18,4,43111,43111,2,10/26/18,43111,43111,6,540,Green
IMP1800873,2018,KS,Air,A31_Wistron,KLM,,10/22/18,DHL,5,10/23/18,10/25/18,10/28/18,5,10/29/18,10/29/18,1,10/23/18,10/29/18,10/29/18,6,353.04,Green
BSP1800881,2018,MEM,Air,ABO,FEDEX,,10/23/18,FEDEX,8.9,10/23/18,10/24/18,10/26/18,3,10/29/18,10/29/18,3,10/23/18,10/29/18,10/29/18,6,154.53,Green
BSP1800880,2018,MIA,Air,A31,ATLAS,,10/23/18,EI,32.5,10/22/18,10/23/18,10/23/18,1,10/25/18,10/25/18,2,10/22/18,10/25/18,10/25/18,3,1200.63,Green
BSP1800879,2018,MIA,Air,A31,ATLAS,,10/23/18,EI,62,10/18/18,10/22/18,10/23/18,5,10/25/18,10/25/18,2,10/18/18,10/25/18,10/25/18,7,1435.25,Green
BSP1800875,2018,MEM,Air,ABO,FEDEX,,10/22/18,FEDEX,11.7,10/19/18,10/20/18,10/22/18,3,10/24/18,10/24/18,2,10/19/18,10/24/18,10/24/18,5,112.69,Green
BSP1800872,2018,MEM,Air,ABO,FEDEX,,10/22/18,FEDEX,8.48,10/18/18,10/19/18,10/22/18,4,10/23/18,10/23/18,3,10/18/18,10/25/18,10/25/18,7,253.44,Green
BSP1800869,2018,MEM,Air,ABO,FEDEX,,10/22/18,FEDEX,37.38,10/19/18,10/20/18,10/22/18,3,10/23/18,10/23/18,1,10/19/18,10/23/18,10/23/18,4,371.67,Green
BSP1800868,2018,MEM,Air,ABO,FEDEX,,10/22/18,FEDEX,39.2,10/19/18,10/20/18,10/22/18,3,10/23/18,10/23/18,2,10/19/18,10/24/18,10/24/18,5,326.25,Green
BSP1800871,2018,MEM,Air,ABO,FEDEX,,10/22/18,FEDEX,21,10/22/18,10/22/18,10/24/18,2,10/25/18,10/25/18,1,10/22/18,10/25/18,10/26/18,3,215.16,Green
BSP1800870,2018,MEM,Air,ABO,FEDEX,,10/22/18,FEDEX,8.5,10/19/18,10/20/18,10/24/18,5,10/25/18,10/25/18,1,10/19/18,10/25/18,10/26/18,6,110.73,Green
BSP1800865,2018,PEN,Air,ABO,FEDEX,,10/19/18,Agility,22.28,10/18/18,10/19/18,10/22/18,4,10/23/18,10/23/18,1,10/18/18,10/23/18,10/23/18,5,224.94,Green
BSP1800864,2018,KS,Air,ABO,FEDEX,,10/19/18,FEDEX,41.71,10/19/18,10/19/18,10/22/18,3,,10/29/19,8,10/19/18,10/30/18,,11,391.23,Red
BSP1800863,2018,PEN,Air,ABO,FEDEX,,10/19/18,FEDEX,41.85,10/18/18,10/19/18,10/22/18,4,10/23/18,10/23/18,1,10/18/18,10/23/18,10/23/18,5,391.23,Green
BSP1800862,2018,PEN,Air,ABO,FEDEX,,10/19/18,FEDEX,26.42,10/18/18,10/19/18,10/22/18,4,10/23/18,10/23/18,1,10/18/18,10/23/18,10/23/18,5,264.06,Green
IMP1800877,2018,CD,Air,A31,KLM,,10/22/18,Weida,81.5,10/23/18,10/26/18,10/28/18,5,10/29/18,10/29/18,2,10/23/18,10/30/18,10/30/18,7,1561.72,Green
IMP1800878,2018,CQ,Air,ABO,KLM,,10/22/18,Weida,111,10/23/18,10/29/18,10/31/18,8,43111,43111,1,10/23/18,43111,43111,9,1928.2,Green
IMP1800876,2018,CD,Air,A31,KLM,,10/22/18,Weida,,10/23/18,10/26/18,10/28/18,5,10/30/18,10/30/18,2,10/23/18,10/30/18,10/31/18,7,7963.27,Green
IMP1800867,2018,KS,Sea,A31,MSC JEONGMIN   ,,10/19/18,Weida,2897.5,10/20/18,10/23/18,11/25/18,36,11/27/18,11/27/18,3,12/14/18,11/28/18,43171,39,1860,Green
IMP1800866,2018,CQ,Sea,ABO,SEAMAX ROWAYTON,,10/19/18,Asia Shipping,22291.6,10/24/18,10/28/18,11/29/18,36,11/30/18,11/30/18,6,12/18/18,43232,43263,42,4780,Green
IMP1800861,2018,CD,Air,A31,KLM,,10/18/18,Weida,17,10/25/18,10/26/18,10/28/18,3,10/29/18,10/29/18,1,10/25/18,10/29/18,10/29/18,4,540,Green
BSP1800858,2018,CQ,Air,ABO,KLM,,10/17/18,Weida,164,10/18/18,10/21/18,10/24/18,6,10/25/18,10/25/18,1,10/18/18,10/25/18,10/26/18,7,1240.16,Green
BSP1800857,2018,MIA,Air,A31,ATLAS,,10/17/18,EI,14,43353,10/16/18,10/17/18,8,10/19/18,10/19/18,2,43353,10/19/18,10/19/18,10,715.63,Green
IMP1800887,2018,CQ,Sea,ABO,VANTAGE,,10/26/18,Asia Shipping,12944.45,10/29/18,43201,43263,38,43293,43293,2,12/23/18,43324,12/13/18,40,2390,Green
IMP1800856,2018,CD,Air,A31,KLM,,10/16/18,Weida,500,10/17/18,10/21/18,10/24/18,7,10/25/18,10/25/18,1,10/17/18,10/25/18,10/26/18,8,4147.75,Green
BSP1800855,2018,MIA,Air,A31,ATLAS,,10/16/18,EI,21.5,43322,43414,10/16/18,8,10/17/18,10/17/18,1,43322,10/17/18,10/17/18,9,705.63,Green
BSP1800854,2018,MIA,Air,A31,ATLAS,,10/16/18,EI,34.5,43353,10/15/18,10/16/18,7,10/22/18,10/22/18,6,43353,10/22/18,10/22/18,13,983.55,Green
BSP1800853,2018,MIA,Air,A31,ATLAS,,10/16/18,EI,94,43353,43353,10/16/18,7,10/18/18,10/18/18,3,43353,10/19/18,10/19/18,10,2104.88,Green
BSP1800852,2018,KUL,Air,ABO,KLM CARGO,,10/15/18,Agility,1260,10/15/18,10/25/18,10/28/18,13,10/29/18,10/29/18,1,10/15/18,10/29/18,10/29/18,14,8342.4,Green
IMP1800851,2018,CQ,Air,ABO,KLM CARGO,,10/15/18,Weida,3139,10/17/18,10/21/18,10/24/18,7,10/25/18,10/25/18,1,10/17/18,10/25/18,10/26/18,8,20390.72,Green
BSP1800850,2018,CQ,Air,ABO,KLM CARGO,,10/15/18,Weida,473,10/17/18,10/21/18,10/24/18,7,10/25/18,10/25/18,1,10/17/18,10/25/18,10/26/18,8,3539.12,Green
BSP1800849,2018,KS,Sea,ABO,MSC JEONGMIN,,10/15/18,Weida,5732.2,10/17/18,10/24/18,11/24/18,38,11/27/18,11/27/18,6,43416,11/30/18,11/30/18,44,1720,Green
BSP1800848,2018,MEM,Air,ABO,FEDEX,,10/15/18,FEDEX,15.22,10/15/18,10/15/18,10/17/18,2,10/22/18,10/22/18,5,10/15/18,10/22/18,10/22/18,7,126.41,Green
BSP1800847,2018,MEM,Air,ABO,FEDEX,,10/15/18,FEDEX,9.92,10/15/18,10/15/18,10/17/18,2,10/19/18,10/19/18,2,10/15/18,10/19/18,10/19/18,4,104.17,Green
BSP1800846,2018,MEM,Air,ABO,FEDEX,,10/15/18,FEDEX,8.56,10/15/18,10/15/18,10/17/18,2,10/19/18,10/19/18,2,10/15/18,10/19/18,10/19/18,4,108.77,Green
IMP1800844,2018,CD,Air,A31,KLM CARGO,,10/15/18,Weida,8,10/17/18,10/21/18,10/24/18,7,10/25/18,10/25/18,1,10/17/18,10/25/18,10/26/18,8,540,Green
IMP1800843,2018,CD,Air,A31,KLM CARGO,,10/15/18,Weida,18,10/17/18,10/21/18,10/24/18,7,10/24/18,10/24/18,0,10/17/18,10/24/18,10/24/18,7,540,Green
BSP1800842,2018,MIA,Air,A31,ATLAS,,10/13/18,EI,33,43230,43444,10/14/18,9,10/19/18,10/19/18,5,43230,10/19/18,10/19/18,14,748.55,Green
BSP1800841,2018,MIA,Air,A31,ATLAS,,10/13/18,FEDEX,27.5,43414,10/13/18,10/14/18,3,10/15/18,10/15/18,2,43414,10/16/18,10/17/18,5,715.63,Green
BSP1800840,2018,MIA,Air,A31,ATLAS,,10/13/18,FEDEX,42,43414,10/13/18,10/14/18,3,10/15/18,10/15/18,2,43414,10/16/18,10/17/18,5,808.55,Green
BSP1800839,2018,MIA,Air,A31,ATLAS,,10/13/18,EI,33.5,43414,10/13/18,10/14/18,3,10/15/18,10/15/18,2,43414,10/16/18,10/17/18,5,833.55,Green
BSP1800838,2018,MEM,Air,ABO,FEDEX,,10/13/18,FEDEX,53.06,43444,10/13/18,10/16/18,4,10/17/18,10/17/18,1,43444,10/17/18,10/17/18,5,469.62,Green
BSP1800837,2018,MEM,Air,ABO,FEDEX,,10/13/18,FEDEX,5.42,43444,10/13/18,10/15/18,3,10/19/18,10/19/18,4,43444,10/19/18,10/19/18,7,76.77,Green
IMP1800829,2018,CQ,Sea,ABO_Wistron,SAN VICENTE,,10/15/18,Asia Shipping,2380,10/18/18,10/24/18,11/25/18,38,11/27/18,11/27/18,5,43446,11/30/18,11/30/18,43,1495,Green
IMP1800833,2018,KS,Air,A31,LUFTHANSA,,10/13/18,DHL,,10/13/18,10/14/18,10/16/18,3,10/16/18,10/16/18,1,10/20/18,10/17/18,10/18/18,4,902.95,Green
BSP1800832,2018,CQ,Air,ABO,KLM,,43383,Weida,16,10/23/18,10/29/18,10/31/18,8,43111,43111,1,10/23/18,43111,43111,9,571.04,Green
IMP1800834,2018,CD,Air,A31,KLM CARGO,,43414,Weida,596,43444,10/15/18,10/20/18,8,10/22/18,10/22/18,2,43444,10/22/18,10/22/18,10,6197.89,Green
IMP1800836,2018,CQ,Sea,ABO,CMA CGM RODOLPHE,,43414,Asia Shipping,15953.11,10/15/18,10/21/18,11/23/18,39,11/23/18,11/23/18,4,43355,11/27/18,11/30/18,43,3585,Green
IMP1800835,2018,KS,Air,A31,KLM,,43414,Weida,,43444,10/15/18,10/18/18,6,10/18/18,10/18/18,0,43444,10/18/18,10/18/18,6,1807.07,Green
BSP1800828,2018,MIA,Air,A31,FEDEX,,43383,EI,12.5,43353,43383,43414,2,43414,43414,0,43353,43414,43414,2,705.63,Green
BSP1800827,2018,MEM,Air,ABO,FEDEX,,43353,FEDEX,2.85,43322,43353,43414,3,10/15/18,10/15/18,4,43322,10/15/18,10/16/18,7,74.86,Green
BSP1800815,2018,MIA,Air,A31,ATLAS,,43353,EI,25.5,43141,43322,43353,7,43383,43383,1,43141,43383,43383,8,680.63,Green
